index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,integer_alignment_correlation,fractional_delay_samples,fitted_cfo_hz,global_gain,phr_gain,payload_gain,frame_suppression_db,clipped_component_count,fcs_pass,message
70,1,152770612,152770612,133042,0.995269716851265,0.935408634493105,0.43,-323.779316636344,-2807.83860039729+1332.82466630598i,0.337028695999458+0.0501702689802927i,0.819498572503524+0.191294153152968i,5.51218796394057,0,1,
71,1,154978967,154978967,133042,0.995139722850195,0.977241670591423,-0.24,-171.105163352756,928.470967897793-2952.92342675487i,0.33856887838549+0.0417842731953795i,0.838534410445746+0.08481575440736i,5.40641708409637,0,1,
72,1,157189365,157189365,133042,0.994945205457058,0.96666619319244,0.3,-172.933989458857,-1564.44821066262+2678.31540312824i,0.341328074333356-0.00491365373079228i,0.835823608738168+0.118941637075167i,5.50958994819487,0,1,
73,1,159410675,159410675,133042,0.995510653183863,0.988991613938885,0.14,-193.242020048649,3068.00078310169-338.503650924394i,0.340186674415251+0.0385612241626601i,0.833336712397461+0.14122111314989i,5.50810738484125,0,1,
74,1,161613583,161613583,133042,0.99546324608939,0.97751046394582,-0.24,-160.222182844929,1128.93793082208+2880.51728440435i,0.340235077655066+0.0152125856523604i,0.841182130483665+0.0669424007011269i,5.43081373448302,0,1,
75,1,163825777,163825777,133042,0.995346197617049,0.991449131685963,0.11,-154.891903087428,-2533.71923237752+1758.08903509059i,0.341983880310512+0.00441211724971233i,0.841636445503165+0.0761275765471867i,5.53828154296711,0,1,
76,1,166038314,166038314,133042,0.994868747952872,0.994298363989218,0,-238.002650972536,1134.14667392992-2860.66254776763i,0.339780419470699+0.0382921683813555i,0.830488124106065+0.149059450417042i,5.47164751018727,0,1,
77,1,168250639,168250639,133042,0.995539366766709,0.967334479859496,-0.3,-101.041252211778,1659.42183797588+2622.07602553565i,0.338890024719721+0.0223384285548213i,0.840567232643397+0.0578303824265261i,5.46346305075954,0,1,
78,1,170461043,170461043,133042,0.995650669231124,0.989410247453555,0.14,-109.637543736721,-2100.01542189161-2263.92536475332i,0.34070552282425+0.0181776969731417i,0.841277393502287+0.0793794411632916i,5.41705464920979,0,1,
79,1,172672310,172672310,133042,0.995693141481693,0.987931453401097,0.16,-59.5751274375547,2661.0647457537-1563.88932367882i,0.340337345934448+0.0282553615810305i,0.842506636981106+0.0678716686230842i,5.44461131010975,0,1,
80,1,174898547,174898547,133042,0.994999768088081,0.985151930965694,-0.18,-173.930042645457,2722.67826966469+1462.0354871747i,0.339877072734794+0.0275385198248833i,0.834847148213505+0.119225181751919i,5.46039601888243,0,1,
81,1,177096279,177096279,133042,0.994653170245518,0.960867639945628,0.33,-179.065835351668,-696.619045277093+3026.33590152329i,0.339885365513222+0.0303115099114341i,0.835227763665576+0.121843525587001i,5.46552563549088,0,1,
82,1,179308379,179308379,133042,0.995276494956967,0.961059762572007,0.33,-212.64325203664,1440.07752635277-2749.70437155193i,0.341335404919333-0.0110313342744864i,0.833380006913292+0.124964764005302i,5.42663802265092,0,1,
83,1,181530546,181530546,133042,0.994072519203991,0.954871139479126,0.36,-273.23615402588,-2606.40723635983+1681.67775856159i,0.33896768658682+0.0261181935190039i,0.835290216609034+0.111771685911767i,5.53451760467923,0,1,
84,1,183731852,183731852,133042,0.99434123376634,0.917135787058424,0.49,-286.894460817769,1143.13842202329+2894.51921874487i,0.339416403057938+0.0240093899359371i,0.827567185427103+0.150602444553066i,5.50004855098197,0,1,
85,1,185943622,185943622,133042,0.994990312975246,0.96954310085343,-0.28,-76.6246508637279,-2227.93607733278+2156.75590430942i,0.339210816083945+0.00678253815759809i,0.839422689501097+0.0855381950713081i,5.35461225398577,0,1,
86,1,188155515,188155515,133042,0.995418424972505,0.977415979466393,-0.24,-268.512892203445,-1945.0191734529+2409.294801379i,0.33942121332706+0.0273002613174911i,0.827470082630539+0.162592719209136i,5.41314656634318,0,1,
87,1,190367130,190367130,133042,0.995211216183209,0.970127225754529,0.28,-248.441241535709,99.4037015287618+3098.41413176942i,0.339354549375569+0.0304498302975059i,0.837097222326525+0.110146388854825i,5.4986138636466,0,1,
88,1,192580459,192580459,133042,0.995611722520045,0.985836480996906,-0.18,-232.141462631758,-3003.93268946068+731.649265595913i,0.339438772325266+0.0356046444248543i,0.833258190568215+0.134277670776804i,5.44210810332538,0,1,
89,1,194792346,194792346,133042,0.995715171086152,0.992797614800834,-0.0999999999999999,-78.7244935925154,3066.13466827994+310.561414772274i,0.339518495083024+0.0261525400132877i,0.839864639975723+0.0917166035920005i,5.36120420228834,0,1,
90,1,197009852,197009852,133042,0.994786638589056,0.988793888892824,0.14,-114.56334485166,-891.035298008003+2952.90662355665i,0.339093047279741+0.0200831015231478i,0.839190178607666+0.0791092605242727i,5.46251548461529,0,1,
91,1,199215867,199215867,133042,0.994993189099956,0.92116319443868,-0.48,-195.262671684189,-1357.65236741214-2802.06168370145i,0.336566964005107+0.0407523877658834i,0.82501512820829+0.170229371237649i,5.42578742468979,0,1,
